"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"electronically will satisfy any legal communication requirements, including written communications. All","0","0","0","1","3","11","0","4","2","0","paragraph"
"Agreements are hereby incorporated by reference into these Spotify for Podcasters Terms.","0","0","0","1","3","12","0","1","4","0","paragraph"
"Accessing the Spotify for Podcasters Service . In order to use the Spotify for Podcasters Service and","0","0","0","1","3","17","0","2","5","0","paragraph"
"access the Content, you need to: (1) be 18 or older, (2) have the power to enter a binding contract with us","0","0","0","1","3","22","0","4","5","2","paragraph"
"and not be barred from doing so under any applicable laws, (3) not have been previously barred from the","0","0","0","1","0","19","0","3","1","1","paragraph"
"Service for violating the Agreements, and (4) be resident in a country where the Service is offered. If you","0","0","0","1","3","19","0","2","5","0","paragraph"
"are using or opening an account on the Service on behalf of a company, entity or organization (each a","0","0","0","1","3","19","0","2","7","0","paragraph"
"“Subscribing Entity ”), then you represent and warrant that: (x) you are an authorized representative of","0","0","0","0","3","16","0","2","4","0","paragraph"
"that Subscribing Entity with the authority to bind the Subscribing Entity to the Agreements, regardless of","0","0","0","1","3","16","0","1","3","0","paragraph"
"whether you remain an authorized representative of that Subscribing Entity, (y) the Subscribing Entity","0","0","0","1","3","14","0","1","4","0","paragraph"
"agrees to be bound by the Agreements, and (z) you agree to be bound by the Agreements on behalf of","0","0","0","1","3","20","0","4","4","0","paragraph"
"such Subscribing Entity. You promise that any registration information that you submit to Spotify is true,","0","0","0","1","3","16","0","2","4","0","paragraph"
"accurate, and complete, and you agree to keep it that way at all times.","0","0","0","1","0","14","0","2","3","0","paragraph"
"2. Changes to the Agreements","1","0","0","1","2","5","0","0","2","1","heading"
"We may make changes to the Agreements at any time in our sole discretion. We’ll attempt to notify you of","0","0","0","1","3","20","0","5","7","0","paragraph"
"major or material updates in advance, e.g., by displaying a prominent notice within the Service or by","0","0","0","1","3","17","0","1","4","0","paragraph"
"sending you an email, but you are advised to regularly review the most recent and up-to-date version of","0","0","0","1","0","18","0","3","4","0","paragraph"
"the Agreements on the Spotify website. You have no obligation to continue to upload and submit","0","0","0","1","3","16","0","3","4","0","paragraph"
"Authorized User Content (defined below in Section 5) to the Service following a change to the","0","0","0","1","3","16","0","2","4","0","paragraph"
"Agreements, and if you do not agree to a modified version of any of the Agreements, you should remove","0","0","0","1","3","19","0","4","5","0","paragraph"
"any Authorized User Content (defined below in Section 5) you uploaded and discontinue your use of the","0","0","0","1","3","17","0","3","4","0","paragraph"
"Service. Your continued use of the Service after changes have been made will constitute your acceptance","0","0","0","1","3","16","0","3","5","0","paragraph"
"of the changes. Notwithstanding the preceding sentences of this paragraph, no revisions to the","0","0","0","1","3","14","0","1","3","0","paragraph"
"Agreements will apply to any dispute between you and us that arose prior to the date of such changes.","0","0","0","1","3","19","0","3","6","0","paragraph"
"3. Spotify for Podcasters Account","1","0","0","1","2","5","0","1","1","1","heading"
"Account Registration . In order to use the Service, you must register for a Spotify for Podcasters account","0","0","0","1","3","18","0","4","6","0","paragraph"
"using a valid Spotify user account. If you do not already have a Spotify user account, you will be","0","0","0","1","3","19","0","2","4","0","paragraph"
"prompted to create one during the Spotify for Podcasters sign-up process and you will be presented with","0","0","0","1","3","17","0","5","4","0","paragraph"
"2","0","0","0","1","2","1","1","0","0","1","paragraph"
"the applicable Agreements, to which you will be required to review and accept before creating a Spotify","0","0","0","1","3","17","0","5","3","0","paragraph"
"for Podcasters account (“ Account ”). You agree that you will provide only accurate, complete, and current","0","0","0","0","3","17","0","4","4","0","paragraph"
"information in connection with the Account registration process, including with respect to any third party","0","0","0","1","3","15","0","1","5","0","paragraph"
"podcast hosting service used in connection with your Authorized User Content. You can correct any","0","0","0","1","3","15","0","4","4","0","paragraph"
"erroneous information by accessing your settings page upon login. As always, your password protects","0","0","0","1","3","14","0","2","4","0","paragraph"
"your Account, and you are solely responsible for keeping your password confidential and secure. You","0","0","0","1","3","15","0","1","4","0","paragraph"
"understand that you ar e responsible for all use of your username and password on the Service. If your","0","0","0","1","3","19","0","1","5","0","paragraph"
"username or password is lost or stolen, or if you believe there has been unauthorized access to your","0","0","0","1","0","18","0","3","4","0","paragraph"
"Account by third parties, please notify us immediately and change your password as soon as possible.","0","0","0","1","3","16","0","2","3","0","paragraph"
"Third Party Account Access . You are fully responsible for the behavior and activities occurring under your","0","0","0","1","3","17","0","1","4","0","paragraph"
"Account and compliance with the Agreements for anyone accessing your Account. If there is a dispute","0","0","0","1","3","16","0","1","6","0","paragraph"
"between you and another person as to the ownership or authorized use of an Account, you may contact","0","0","0","1","3","18","0","3","6","0","paragraph"
"Spotify for Podcasters customer service using the Contact Us section of the Spotify for Podcaster’s","0","0","0","0","3","15","0","2","4","0","paragraph"
"website. After notice of the dispute, Spotify may suspend all access to such Account at any time and","0","0","0","1","3","18","0","2","7","0","paragraph"
"without any liability to you or any other person. Spotify may resolve disputes, or it may leave the","0","0","0","1","3","18","0","4","6","0","paragraph"
"resolution of disputes up to the parties involved, who may seek relief from a court of competent","0","0","0","1","0","17","0","3","7","0","paragraph"
"jurisdiction. If Spotify resolves any dispute, then you agree that Spotify’s decision is final and binding upon","0","0","0","1","3","17","0","2","4","0","paragraph"
"you and that you will have no cause of action against Spotify, although you may have recourse against","0","0","0","1","3","18","0","3","6","0","paragraph"
"any third parties as provided under law. Spotify","0","0","0","1","3","8","0","2","2","0","paragraph"
"competent jurisdiction.","0","0","0","1","0","2","0","0","1","0","paragraph"
"4. Using the Spotify for Podcasters Service","1","0","0","1","2","7","0","1","2","1","heading"
"will also abide by any lawful order from a court of","0","0","0","1","0","11","0","2","2","0","paragraph"
"Access to the Spotify for Podcasters Service . The Spotify for Podcasters Service and Content is the","0","0","0","1","2","17","0","0","6","0","paragraph"
"property of Spotify or its licensors. The Service and Content are not sold or transferred to you, and Spotify","0","0","0","1","3","19","0","2","7","0","paragraph"
"and its licensors retain ownership of the Service and Content even after you Access the Service and","0","0","0","1","3","17","0","2","6","0","paragraph"
"Content. We grant you limited, non-exclusive, revocable license to make use of the Spotify for Podcasters","0","0","0","1","3","16","0","3","7","0","paragraph"
"Service, and personal, limited, non-exclusive, revocable license to use the Spotify for Podcasters Service","0","0","0","1","3","14","0","1","4","0","paragraph"
"for commercial use to submit your Authorized User Content (defined below in Section 5) and review","0","0","0","1","3","16","0","3","4","0","paragraph"
"analytical information about your relevant Authorized User Content (defined below in Section 5) on Spotify","0","0","0","1","3","15","0","1","4","0","paragraph"
"(collectively “ License ”). This License shall remain effective until and unless terminated by you or Spotify.","0","0","0","0","3","17","0","3","4","0","paragraph"
"You promise and agree that you will use the Spotify for Podcasters Service solely as permitted by these","0","0","0","1","3","18","0","5","4","0","paragraph"
"Spotify for Podcasters","0","0","0","1","2","3","0","1","1","0","paragraph"
"Service or the Content.","0","0","0","1","2","4","0","0","2","0","paragraph"
"Terms, and that you will not redistribute or transfer the Spotify for Podcasters","0","0","0","1","3","13","0","3","4","0","paragraph"
"Spotify Brand Features . All Spotify trademarks, service marks, trade names, logos, domain names, and","0","0","0","1","3","15","0","0","7","0","paragraph"
"any other features of the Spotify brand (“ Spotify Brand Features ”) are the sole property of Spotify or its","0","0","0","0","3","20","0","0","6","0","paragraph"
"licensors. The Agreements do not grant you any rights to use any Spotify Brand Features whether for","0","0","0","1","3","17","0","3","4","0","paragraph"
"commercial or non-commercial use,","0","0","0","1","0","4","0","0","1","0","paragraph"
"Features will inure solely to Spotify.","0","0","0","1","3","6","0","3","1","0","paragraph"
"and all goodwill generated from the use of any Spotify Brand","0","0","0","1","3","11","0","1","3","0","paragraph"
"Acceptable Use of the Spotify for Podcasters Service . You agree to abide by our User guidelines in","0","0","0","1","3","18","0","2","5","0","paragraph"
"Section 7 below and not to use the Spotify for Podcasters Service, the Content, or any part thereof in any","0","0","0","1","3","20","0","1","4","0","paragraph"
"manner not e xpressly permitted by the Agreements. Except for the rights expressly granted to you in the","0","0","0","1","3","18","0","2","5","0","paragraph"
"Agreements, Spotify grants no right, title, or interest to you in the Spotify for Podcasters Service or","0","0","0","1","3","17","0","0","7","0","paragraph"
"Content, by implication, estoppel or otherwise. All rights not granted to you are expressly reserved by","0","0","0","1","3","16","0","2","5","0","paragraph"
"Spotify. Third party software (for example, open source software libraries) included in the Spotify for","0","0","0","1","3","15","0","1","4","0","paragraph"
"3","0","0","0","1","2","1","1","0","0","1","paragraph"
"Podcasters Service are made available to you either under the Agreements or under the relevant third","0","0","0","1","3","16","0","1","4","0","paragraph"
"party software library’s license terms as published in the Help or Settings section of our desktop and","0","0","0","1","3","17","0","1","3","0","paragraph"
"mobile client and/or on the Spotify website.","0","0","0","1","3","7","0","0","2","0","paragraph"
"5. Spotify for Podcasters Authorized User Content","1","0","0","1","2","7","0","2","2","1","heading"
"Authorized User Content . Registered Spotify for Podcasters users (herein referred to as “ Podcasters ”)","0","0","0","0","3","16","0","2","5","0","paragraph"
"may submit, upload, and/or contribute authorized audio content to the Service at no cost to Spotify (which","0","0","0","1","3","17","0","3","4","0","paragraph"
"may include, for example, any associated metadata, images, artwork, texts, p hotographs, videos,","0","0","0","1","0","13","0","3","7","0","paragraph"
"marketing materials or other associated materials, as specified by you in the Spotify for Podcasters","0","0","0","1","3","15","0","2","5","0","paragraph"
"submission form) (“ Authorized User Content ”). Spotify, and/or any third party appointed by Spotify, may","0","0","0","0","3","16","0","2","4","0","paragraph"
"in its sole discretion decide to use all, or parts of, the metadata provided, as well as to supplement and/or","0","0","0","1","0","20","0","4","3","0","paragraph"
"replace such metadata. For the avoidance of doubt, Authorized User Content shall not include any","0","0","0","1","3","15","0","3","4","0","paragraph"
"content that a Spotify user has stored locally on its Terminal Device, and which has not been downloaded","0","0","0","1","3","18","0","2","3","0","paragraph"
"by such Spotify user from Spotify or the Service, even if such content is the same as delivered by you","0","0","0","1","3","20","0","1","5","0","paragraph"
"under these Spotify for Podcasters Terms as Authorized User Content. A “ Terminal Device ” is any now","0","0","0","0","3","18","0","0","4","0","paragraph"
"known or hereafter developed computer or consumer electronic device with the ability to stream, play,","0","0","0","1","0","15","0","4","2","0","paragraph"
"and store Content, including, without limitation, laptop and desktop PCs (running, without limitation, MAC","0","0","0","1","3","14","0","2","5","0","paragraph"
"OS, Windows, Linux OS), netbooks, tablets, gaming consoles, networked home audio equipment,","0","0","0","1","3","12","0","2","6","0","paragraph"
"internet-enabled personal audio players, connected MP3 players, mobile telephones and cellphones,","0","0","0","1","3","11","0","2","4","0","paragraph"
"set-top boxes, connected televisions, voice-controlled speakers, wearable devices and motor vehicles.","0","0","0","1","0","11","0","2","5","0","paragraph"
"The Authorized User Content you provide may only include content that you wholly own or otherwise are","0","0","0","1","3","17","0","4","4","0","paragraph"
"fully authorized to permit Spotify to distribute and use in accordance with these Spotify for Podcasters","0","0","0","1","3","16","0","4","4","0","paragraph"
"Terms. You must therefore, as an example, have all rights and authorizations relating to any sound","0","0","0","1","3","16","0","2","6","0","paragraph"
"recordings and musical works included in the Authorized User Content, necessary to allow all forms of","0","0","0","1","3","16","0","2","4","0","paragraph"
"distribution and usage specified in these Spotify for Podcasters Terms. You promise that, with respect to","0","0","0","1","3","16","0","2","6","0","paragraph"
"any Authorized User Content you post on Spotify, (a) such Authorized User Content, or its use by Spotify","0","0","0","1","2","18","0","1","6","0","paragraph"
"as contemplated by the Agreements, does not violate the Agreements, applicable law, or the intellectual","0","0","0","1","3","15","0","2","4","0","paragraph"
"property (including without limitation copyright), publicity, personality, or other rights of others or imply any","0","0","0","1","0","15","0","2","6","0","paragraph"
"affiliation with or endorsement of you or your Authorized User Content by Spotify or any other podcast","0","0","0","1","3","17","0","2","4","0","paragraph"
"provider, creator, artist, band, label, entity or individual without express written consent from such","0","0","0","1","0","14","0","1","8","0","paragraph"
"individual or entity, (b) no royalties or other fees will be payable by Spotify to any third party for the","0","0","0","1","3","20","0","1","5","0","paragraph"
"reproduction, distribution, public display, public performance, creation of derivative works, or other use or","0","0","0","1","0","14","0","0","7","0","paragraph"
"exploitation of such Authorized User Content, and (c) all Authorized User Content you submit to the","0","0","0","1","3","16","0","2","5","0","paragraph"
"Service is correct, accurate, and does not contain Objectionable Content (defined below in Section 7).","0","0","0","1","3","15","0","2","3","0","paragraph"
"Embedded Advertising . Spotify acknowledges and accepts that the Authorized User Content may contain","0","0","1","0","3","14","0","4","3","0","paragraph"
"advertising and/or sponsorship messages or similar which are generally included when the Authorized","0","0","1","1","3","13","0","3","2","0","paragraph"
"User Content is distributed on any other service subject to your compliance with these Spotify for","0","0","1","1","3","16","0","1","4","0","paragraph"
"Podcasters Terms. You acknowledge and accept that Authorized User Content may only contain","0","0","1","1","3","13","0","4","3","0","paragraph"
"advertising sold to advertisers against your entire network of content providers, including Other Services.","0","0","1","1","3","14","0","2","5","0","paragraph"
"You may not include (a) advertising and/or sponsorship messages targeted against the Service, or (b)","0","0","1","1","3","15","0","3","4","0","paragraph"
"advertising sold specifically for distribution on the Service or to specifically target users on the Service, in","0","0","1","1","3","17","0","2","5","0","paragraph"
"the Authorized User Content. You will ensure that all advertising or sponsorship messages contained in","0","0","1","1","3","15","0","3","2","0","paragraph"
"the Authorized User Content for distribution on the Service will comply with Spotify’s Advertising Editorial","0","0","1","1","3","15","0","2","5","0","paragraph"
"Policies which Spotify may update from time to time and which are currently located at","0","0","1","1","3","15","0","3","4","0","paragraph"
"https://www.spotify.com/brands/legal/advertiser-terms-and-conditions/#s4 or a successor link provided by","0","0","1","0","0","7","0","1","1","0","paragraph"
"Spotify. Notwithstanding the foregoing, You acknowledge that advertising and/or sponsorship messages","0","0","1","1","3","11","0","3","4","0","paragraph"
"4","0","0","0","1","2","1","1","0","0","1","paragraph"
"containing pornographic content, or for firearms, ammunition, weapons, cigarettes, tobacco or","0","0","1","1","0","11","0","1","6","0","paragraph"
"e-cigarettes, or that relates to political or religious organisations or paid advertising for any competitive","0","0","1","1","0","15","0","2","3","0","paragraph"
"music or audio streaming services, is not permitted. In addition, you may not use any data you obtain","0","0","1","1","3","18","0","4","6","0","paragraph"
"about Spotify’s users for any purpose other than for demographic targeting on the Service, and you are","0","0","1","1","3","17","0","0","6","0","paragraph"
"expressly prohibited from repurposing any data about Spotify users or to retarget a Spotify user or","0","0","1","1","3","16","0","3","4","0","paragraph"
"append data to a non-public user profile, or to use any data derived from Spotify users to build, create,","0","0","1","1","3","19","0","5","5","0","paragraph"
"develop, or supplement any segments, profiles, or similar records on any user, device, or browser. No","0","0","1","1","3","16","0","2","6","0","paragraph"
"data provided by Spotify or acquired by you in relation to usage of the Authorized User Content on the","0","0","1","1","3","19","0","2","6","0","paragraph"
"Service may be used for the purposes of targeting for advertisers. You shall not use the Spotify name or","0","0","1","1","3","19","0","5","5","0","paragraph"
"brand marks in any advertising sales collateral without prior approval from Spotify. Spotify reserves the","0","0","1","1","3","15","0","1","5","0","paragraph"
"right to remove any Authorized User Content that contains any embedded advertising and/or sponsorship","0","0","1","1","3","14","0","3","2","0","paragraph"
"messages that do not comply with the terms of this section. You agree that cookies may only be used in","0","0","1","1","3","20","0","4","5","0","paragraph"
"and/or in relation to the Authorized User Content to improve the user experience .","0","0","1","0","3","14","0","1","3","0","paragraph"
"Delivering Authorized User Content . You shall submit Authorized Podcaster Content to the Service","0","0","0","1","3","14","0","4","4","0","paragraph"
"through the submission of an XML-based standard web rich site summary feed format (“ RSS Feed ”),","0","0","0","0","3","17","0","1","3","0","paragraph"
"which RSS Feed may include various files and the transmission of text and other metadata. You shall","0","0","0","1","3","17","0","3","6","0","paragraph"
"also submit Authorized Podcaster Content","0","0","0","1","3","5","0","1","1","0","paragraph"
"Spotify for Podcasters user interface.","0","0","0","1","3","5","0","1","1","0","paragraph"
"through other relevant input fields made available in the","0","0","0","1","0","9","0","1","1","0","paragraph"
"Takedowns . Spotify shall be under no obligation to include and/or distribute Authorized User Content via","0","0","0","1","3","16","0","4","3","0","paragraph"
"the Service and reserves the full right to remove any Authorized User Content from the Service in its sole","0","0","0","1","3","19","0","2","6","0","paragraph"
"discretion. Spotify also may, but has no obligation to, monitor, review, or edit Authorized User Content.","0","0","0","1","3","16","0","3","4","0","paragraph"
"Because there is a risk to hosting Authorized User Content, Spotify reserves the right, in all cases, to","0","0","0","1","3","18","0","2","4","0","paragraph"
"remove or disable access to any Authorized User Content for any or no reason, including, but not limited","0","0","0","1","3","18","0","3","3","0","paragraph"
"to, Authorized User Content that, in Spotify’s sole discretion, (a) is likely to infringe the intellectual","0","0","0","1","3","16","0","1","4","0","paragraph"
"property rights of a third party if distributed by Spotify in accordance with these Spotify for Podcaster","0","0","0","1","3","17","0","1","6","0","paragraph"
"Terms, (b) violates the Agreements, (c) the rights of any third party, (d) poses a reputational risk to Spotify","0","0","0","1","3","19","0","3","7","0","paragraph"
"or any other person, (e) would cause Spotify to be in breach of any agreement to which Spotify is a party,","0","0","0","1","3","21","0","2","6","0","paragraph"
"or if (f) Spotify is notified by you or otherwise becomes aware that the Authorized User Content and/or the","0","0","0","1","3","19","0","2","2","0","paragraph"
"distribution thereof, is or may be in violation of any applicable laws or regulations, or constitute an","0","0","0","1","0","17","0","2","4","0","paragraph"
"unlawful act in relation to you, (g) Spotify is instructed to take such action by a competent legal authority,","0","0","0","1","3","19","0","2","6","0","paragraph"
"or (h) you in any relevant way fail to fulfill your obligations under these Spotify for Podcaster Terms or is","0","0","0","1","3","20","0","2","5","0","paragraph"
"otherwise in breach of these Spotify for Podcaster Terms . Spotify may take these actions without","0","0","0","1","3","16","0","2","5","0","paragraph"
"notification to you or any third party and without any liability to you for such removal.","0","0","0","1","0","16","0","0","6","0","paragraph"
"Offline Listening Cache . Removal or disabling of Authorized User Content will result in the deletion of the","0","0","0","1","3","18","0","2","5","0","paragraph"
"Authorized User Content from the Service but you agree that the Authorized User Content may still be","0","0","0","1","3","17","0","2","4","0","paragraph"
"temporarily available to offline Spotify users who saved the applicable Authorized User Content for offline","0","0","0","1","3","15","0","2","3","0","paragraph"
"listening on a Terminal Device.","0","0","0","1","3","5","0","1","1","0","paragraph"
"6. Rights You Grant Us","1","0","0","1","2","5","0","1","3","1","heading"
"License to Spotify . You grant Spotify a non-exclusive, transferable, sub-licensable, royalty-free,","0","0","0","1","3","12","0","3","2","0","paragraph"
"irrevocable, fully paid,","0","0","0","1","0","3","0","1","0","0","paragraph"
"otherwise process the","0","0","0","1","0","3","0","1","0","0","paragraph"
"worldwide license to: (a) download, digitally transcode, make copies of and","0","0","0","1","0","11","0","3","2","0","paragraph"
"Authorized User Content to the extent reasonably necessary to transmit and","0","0","0","1","3","11","0","1","2","0","paragraph"
"communicate to the public the Authorized User Content as set forth in this Section 6; (b) transmit and","0","0","0","1","3","18","0","2","4","0","paragraph"
"communicate to the public the Authorized User Content on a pre-programmed and on-demand basis to","0","0","0","1","3","15","0","1","3","0","paragraph"
"5","0","0","0","1","2","1","1","0","0","1","paragraph"
"Terminal Devices in (i) any industry-standard implementation of the digital media “streaming” format, as","0","0","0","1","3","14","0","1","4","0","paragraph"
"that term is commonly understood, in all cases wherein the content","0","0","0","1","0","11","0","1","3","0","paragraph"
"simultaneously with its transmission; and (ii) the so-called “conditional","0","0","0","1","0","9","0","1","1","0","paragraph"
"of the media file is rendered","0","0","0","1","0","6","0","1","1","0","paragraph"
"download” format wherein the","0","0","0","1","0","4","0","0","1","0","paragraph"
"transmission of a media file results in a playable copy of the media file being deposited on the storage","0","0","0","1","0","19","0","1","5","0","paragraph"
"medium of a Terminal Device; (c) transmit, communicate to the public and display metadata and images","0","0","0","1","3","16","0","2","4","0","paragraph"
"to all users of Spotify for purposes of identifying and promoting the availability of the corresponding","0","0","0","1","3","16","0","3","4","0","paragraph"
"Authorized User Content on the Service; (d) make and store on Spotify’s servers and Terminal Devices","0","0","0","1","3","16","0","3","5","0","paragraph"
"such copies of Authorized User Content as are reasonably necessary to enable Spotify to transmit and","0","0","0","1","3","16","0","2","3","0","paragraph"
"communicate to the public Authorized User Content and communicate to the public and display images","0","0","0","1","3","15","0","4","3","0","paragraph"
"as permitted hereunder; and (f) use the Authorized User Content for internal research and development","0","0","0","1","3","15","0","2","4","0","paragraph"
"purposes. You further grant us the non-exclusive, irrevocable, fully paid, worldwide right to use your","0","0","0","1","3","15","0","3","3","0","paragraph"
"name, likeness, and photograph on the Services and in our marketing communications to advertise,","0","0","0","1","3","14","0","1","5","0","paragraph"
"market and promote the availability of your Authorized User Content on the Service. For the avoidance of","0","0","0","1","3","17","0","2","5","0","paragraph"
"doubt, Spotify will determine, at its sole discretion, whether the Authorized User Content will be distributed","0","0","0","1","3","16","0","4","3","0","paragraph"
"via the Service, and Spotify shall be entitled to use the Authorized User Content in conjunction with all of","0","0","0","1","3","19","0","3","3","0","paragraph"
"the tiers, features and functionalities of the Service.","0","0","0","1","3","8","0","0","4","0","paragraph"
"Notices and Titles . Conditional upon you supplying the relevant information in the Authorized User","0","0","0","1","3","15","0","2","5","0","paragraph"
"Content’s associated metadata, Spotify shall display a link to the following information via the Spotify","0","0","0","1","3","15","0","3","5","0","paragraph"
"client interface for the Service i connection with each Authorized User Content: (a) a standard copyright","0","0","0","1","3","16","0","2","5","0","paragraph"
"notice supplied by the Podcaster [e.g. “(p) and","0","0","0","1","3","8","0","1","3","0","paragraph"
"reserved.”] in a readable","0","0","0","1","0","4","0","1","0","0","paragraph"
"metadata.","0","0","0","1","0","1","0","0","1","0","paragraph"
"size; and (b) the title of","0","0","0","1","0","6","0","0","2","0","paragraph"
"(c) [Year] [Provider-designated name]. All rights","0","0","0","1","3","6","0","1","4","0","paragraph"
"the Authorized User Content as set forth in such","0","0","0","1","3","9","0","1","1","0","paragraph"
