"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"TAO’s input is a PDF document. Using PDFMiner, the","False","False","True","False","paragraph"
"PDF document is converted to an XML format contain-","False","False","True","False","paragraph"
"ing all elements in the document (e.g., characters, ﬁgure’s","False","False","True","False","paragraph"
"placeholders, layouts). PDFMiner’s output includes separate","False","False","True","False","paragraph"
"XML tags for every character and every space. The second","False","False","True","False","paragraph"
"module, table detection, parses this large XML ﬁle and iden-","False","False","True","False","paragraph"
"tiﬁes table candidates, storing them in a per-page fashion.","False","False","True","False","paragraph"
"The third module, table extraction, uses the table candidates","False","False","True","False","paragraph"
"to ﬁnd particular cells and their content. Once the tables","False","False","True","False","paragraph"
"are identiﬁed, this module augments tables with informa-","False","False","True","False","paragraph"
"tion regarding their metadata and position within the doc-","False","False","True","False","paragraph"
"ument. TAO’s output is a JSON document with the table’s","False","False","True","False","paragraph"
"information and augmented information extracted from the","False","False","True","False","paragraph"
"PDF. Optionally, this information can be stored in a NOSQL","False","False","True","False","paragraph"
"database for easy access and search. In the following sec-","False","False","True","False","paragraph"
"tions, we describe the methods built into the system to per-","False","False","True","False","paragraph"
"form automatic table detection and extraction.","False","False","True","False","paragraph"
"Figure 1: The TAble Organization (TAO) system","False","False","True","False","paragraph"
"Document Conversion","True","False","True","True","heading"
"Document conversion uses the PDFMiner (Shinyama 2010)","False","False","True","False","paragraph"
"extraction tool, which allows converting PDF documents to","False","False","True","False","paragraph"
"text, HTML, XML, and tagged PDF formats. PDFMiner","False","False","True","False","paragraph"
"outputs the coordinates of the text, font style and size for","False","False","True","False","paragraph"
"each character into an XML ﬁle. We evaluated other con-","False","False","True","False","paragraph"
"verters (Noonburg 2009; Litchﬁeld 2004), but we selected","False","False","True","False","paragraph"
"PDFMiner because it analyzes the structure of the informa-","False","False","True","False","paragraph"
"tion on each page, providing a detailed hierarchy of grouped","False","False","True","False","paragraph"
"elements based on their spatial relationships in the doc-","False","False","True","False","paragraph"
"ument. In addition, PDFMiner has been maintained and","False","False","True","False","paragraph"
"widely adopted.","False","False","True","False","paragraph"
"PDFMiner converts a PDF ﬁle into an XML representa-","False","False","True","False","paragraph"
"tion, and generates a body and a layout for each page of","False","False","False","False","paragraph"
"the document. The body is formed by text boxes, text lines","False","False","False","False","paragraph"
"and text (see Figure 3 for an example). Text boxes include","False","False","False","False","paragraph"
"an identiﬁer (id), and the coordinates (x1, y1) represent top-","False","False","False","False","paragraph"
"left and (x2, y2) bottom-right corners of the bounding box","False","False","False","False","paragraph"
"(bbox). Text boxes are composed of text lines. Text lines","False","False","True","False","paragraph"
"are composed of text tags. Each text tag contains a single","False","False","False","False","paragraph"
"character. Characters grouped in text lines form one or more","False","False","True","False","paragraph"
"words. A text line also includes its corresponding bounding","False","False","True","False","paragraph"
"box (bbox) coordinates. PDFMiner provides coordinates,","False","False","True","False","paragraph"
"text font, and text size for each character.","False","False","True","False","paragraph"
"The layout includes elements such as text groups and text","False","False","True","False","paragraph"
"boxes. Text box elements of the layout are also found in the","False","False","False","False","paragraph"
"body. The difference is that in the layout, text boxes are or-","False","False","False","False","paragraph"
"ganized into text groups, indicating the coordinates of the","False","False","False","False","paragraph"
"information structure. In the body, text boxes contain all","False","False","False","False","paragraph"
"the page information, character by character. PDFMiner’s","False","False","True","False","paragraph"
"output is comprehensive and long. For example, for a","False","False","True","False","paragraph"
"10-page IEEE research paper, PDFMiner outputs approxi-","False","False","True","False","paragraph"
"mately 60,000 lines, which varies with a document’s con-","False","False","True","False","paragraph"
"tent. Therefore, it is practically impossible to parse, detect","False","False","True","False","paragraph"
"and extract information manually, and not a trivial task to","False","False","True","False","paragraph"
"do so automatically. In the remainder of this section, we","False","False","True","False","paragraph"
"use TAO to parse this XML output and generate cleanly ex-","False","False","True","False","paragraph"
"tracted and annotated table structures.","False","False","True","False","paragraph"
"Table Detection","True","False","True","True","heading"
"Our table detection module identiﬁes tables within the lay-","False","False","True","False","paragraph"
"out of the XML output provided by PDFMiner. This output","False","False","True","False","paragraph"
"does not discriminate between text in normal paragraphs, ta-","False","False","True","False","paragraph"
"bles or ﬁgures. The document structure elements are rep-","False","False","True","False","paragraph"
"resented by group boxes and text boxes. Thus, TAO per-","False","False","False","False","paragraph"
"forms a structural analysis to identify sets of text boxes that","False","False","False","False","paragraph"
"are probable table candidates. The table detection process","False","False","True","False","paragraph"
"includes four steps: 1) comprehensive identiﬁcation of text","False","False","False","False","paragraph"
"boxes within text groups, 2) distance calculation among text","False","False","False","False","paragraph"
"boxes, 3) identiﬁcation of structural relationships, and 4)","False","False","False","False","paragraph"
"generation of table candidates.","False","False","True","False","paragraph"
"In PDFMiner’s output, the coordinates of a page are top-","False","False","True","False","paragraph"
"left (0,0) and bottom-right (approximately 750,850). Text","False","False","False","False","paragraph"
"boxes are contained within text groups in the layout of each","False","False","False","False","paragraph"
"page. A text box may contain one or more table elements.","False","False","False","False","paragraph"
"For each text group, we identify the set T of all text boxes","False","False","False","False","paragraph"
"in it. In the table detection process, we ﬁrst create a list con-","False","False","True","False","paragraph"
"taining all the text box identiﬁers (id) on each page. Then,","False","False","False","False","paragraph"
"for each pair (a,b) of text boxes ∈ T , we compute their Man-","False","False","False","False","paragraph"
"hattan distance using their top-left (x1, y1) and bottom-right","False","False","False","False","paragraph"
"(x2, y2) coordinates. We store the proximity calculations in","False","False","False","False","paragraph"
"an upper-traingular matrix Mdif f . Each element in the ma-","False","False","False","False","paragraph"
"trix contains the distance of the top-left coordinates between","False","False","True","False","paragraph"
"a and b for the ﬁrst corners of the text boxes Mdif [a, b, 1] =","False","False","False","False","paragraph"
"f","False","False","True","True","paragraph"
"[(a.x1 − b.x1), (a.y1 − b.y1)] and the distance of the bottom-","False","False","False","False","paragraph"
"right coordinates between a and b for the second corners of","False","False","True","False","paragraph"
"the text boxes Mdif [a, b, 2] = [(a.x2 −b.x2), (a.y2 −b.y2)]. f","False","False","False","False","paragraph"
"The distance matrix Mdif f contains the proximity of text","False","False","False","False","paragraph"
"box pairs, deﬁning global structural relationships (i.e., rows","False","False","False","False","paragraph"
"and columns) among multiple text boxes. To identify mul-","False","False","False","False","paragraph"
"tiple columns, a layout heuristic detects columns when two","False","False","True","False","paragraph"
"or more text boxes have an alignment, (i.e., text boxes inter-","False","False","False","False","paragraph"
"sect horizontally). In the same way, a heuristic for vertical","False","False","True","False","paragraph"
"intersection indicates that the elements form a row. Through","False","False","True","False","paragraph"
"experimentation we learned that the alignments have mini-","False","False","True","False","paragraph"
"mal variation because the coordinates of each page are ﬁxed.","False","False","True","False","paragraph"
"Because columns are generally aligned to the left, right or","False","False","True","False","paragraph"
"center, we ﬁnd more variation in the column alignment than","False","False","True","False","paragraph"
"592","False","False","True","True","paragraph"
"in rows. Therefore, we detect columns, comparing alignment","False","False","True","False","paragraph"
"with a threshold distance of at most t = ±23 points to either","False","False","False","False","paragraph"
"side (i.e., about 2 characters with font size 10). For rows,","False","False","True","False","paragraph"
"the thresholds are smaller because they have minimal top","False","False","True","False","paragraph"
"or bottom alignments. Thus, to identify rows, the distance","False","False","True","False","paragraph"
"threshold is t ± 10 (i.e., 1 character) for the separation above","False","False","False","False","paragraph"
"a text box and t ± 2 for below.","False","False","False","False","paragraph"
"Figure 2: Identiﬁcation of structural relationships among","False","False","True","False","paragraph"
"text boxes","False","False","True","False","paragraph"
"Pairs whose proximity is less than or equal to the thresh-","False","False","True","False","paragraph"
"olds are aligned, forming either a row or a column. All the","False","False","True","False","paragraph"
"text boxes in the same row or column are joined. The aligned","False","False","True","False","paragraph"
"text boxes represent the table candidates. Figure 2 shows six","False","False","True","False","paragraph"
"text boxes (a,b,c,d,e,f) with each one displaying their align-","False","False","False","False","paragraph"
"ments as vertical or horizontal thin arrows. Boxes whose dis-","False","False","True","False","paragraph"
"tance is within the threshold limits are grouped either verti-","False","False","True","False","paragraph"
"cally or horizontally, forming a preliminary structural orga-","False","False","True","False","paragraph"
"nization of the table, which contains two columns and three","False","False","True","False","paragraph"
"rows.","False","False","True","False","paragraph"
"Table Extraction","True","False","True","True","heading"
"The table extraction module of TAO recognizes the actual","False","False","True","False","paragraph"
"tables, locating the cells (i.e., the intersection between a row","False","False","True","False","paragraph"
"and a column) that belong to a particular table, and storing","False","False","True","False","paragraph"
"the tables found on each page of the document. The text con-","False","False","True","False","paragraph"
"tained in each cell of the table is extracted and saved in an","False","False","True","False","paragraph"
"explicit data structure, including additional information re-","False","False","True","False","paragraph"
"lated to the cell. The table extraction module performs the","False","False","True","False","paragraph"
"Table recognition and Table composition tasks.","False","False","False","False","paragraph"
"In Table recognition, we use the body of the XML out-","False","False","False","False","paragraph"
"put produced by PDFMiner and table candidates obtained","False","False","True","False","paragraph"
"from the Table detection module. To extract words located","False","False","False","False","paragraph"
"in cells of the table, we follow a two-phase process: ﬁrst, we","False","False","True","False","paragraph"
"identify cells and then reconstruct the text within each cell.","False","False","True","False","paragraph"
"To detect cells in the table, we use a similar approach to the","False","False","True","False","paragraph"
"one explained in the previous section, but instead of compar-","False","False","True","False","paragraph"
"ing and aligning text boxes, we compare text lines. The text","False","False","False","False","paragraph"
"boxes are a coarse representation of possible table layouts,","False","False","False","False","paragraph"
"while text lines are a more accurate way to detect speciﬁc","False","False","False","False","paragraph"
"table elements (i.e., words in table cells). Thus, for this step","False","False","True","False","paragraph"
"we also calculate an upper-triangular distance matrix Md2 to","False","False","False","False","paragraph"
"store the proximity between pairs of text lines.","False","False","False","False","paragraph"
"Because we identify table information in diverse formats,","False","False","True","False","paragraph"
"a learning process to ﬁnd table alignments is appropriate.","False","False","True","False","paragraph"
"We analyzed the k-nearest neighbor (K-NN) and locally","False","False","True","False","paragraph"
"weighted regressions methods, the former being faster and","False","False","True","False","paragraph"
"more efﬁcient with 4 neighbors, uniform weighting, and","False","False","True","False","paragraph"
"Eucledian distance. Our analysis to determine parameters","False","False","True","False","paragraph"
"found no improvement to give more weight to closer neigh-","False","False","True","False","paragraph"
"bors. Therefore, the K-NN regression was applied to learn","False","False","True","False","paragraph"
"the threshold t, (i.e., maximum alignment in a column), to","False","False","False","False","paragraph"
"identify the ids of text lines in the same column. We use the","False","False","False","False","paragraph"
"scikit tool (Pedregosa et al. 2011). The training data con-","False","False","True","False","paragraph"
"tains 300 different samples with the font size of different","False","False","True","False","paragraph"
"tables and their alignment between columns. To avoid noise,","False","False","True","False","paragraph"
"we take the maximum alignment from the samples with","False","False","True","False","paragraph"
"the same font size, yielding 55 unique samples. Recall that","False","False","True","False","paragraph"
"the coordinates (x1, y1) represent the top-left and (x2, y2)","False","False","False","False","paragraph"
"bottom-right corners of the bbox. For each pair of text lines","False","False","False","False","paragraph"
"(p, q) ∈ Md2, if p.x1 − q.x1 < t and p.x2 − q.x2 < t then","False","False","False","True","paragraph"
"(p, q) are in the same column, we add their ids to the list","False","False","False","False","paragraph"
"of columns LC. Similarly, if p.y1 − q.y1 < f ontsize and","False","False","False","False","paragraph"
"p.y2 − q.y2 < f ontsize then (p, q) are in the same row,","False","False","False","False","paragraph"
"we add their ids to the list of rows LR. The font size repre-","False","False","False","False","paragraph"
"sents the threshold of row separation within tables because","False","False","True","False","paragraph"
"the alignment cannot be greater than the height of a single","False","False","True","False","paragraph"
"row, which measures at least the font size. To identify cells","False","False","True","False","paragraph"
"and reconstruct text within cells such as words and numbers,","False","False","True","False","paragraph"
"we use the lists of columns LC and rows LR obtained in the","False","False","False","False","paragraph"
"previous step. A cell in a table is the intersection of a column","False","False","True","False","paragraph"
"c in LC and a row r in LR, cell[r, c] ← LR(r) ∩ LC(c).","False","False","False","False","paragraph"
"The process outputs a ﬁle containing all the cells grouped","False","False","True","False","paragraph"
"by column and row, and its associated text line. The grouped","False","False","False","False","paragraph"
"text lines allow us to explore their associated text tags and","False","False","False","False","paragraph"
"extract all the words in a particular cell.","False","False","True","False","paragraph"
"In text extraction, for each text line in a particular cell,","False","False","False","False","paragraph"
"we identify its children text tags and extract a) the particular","False","False","False","False","paragraph"
"character, b) text box id, c) text line id, d) bbox coordinates,","False","False","False","False","paragraph"
"e) text font, and f) text size. PDFMiner may generate text line","False","False","False","False","paragraph"
"identiﬁers unsorted. Thus, ﬁnding two consecutive text line","False","False","False","False","paragraph"
"ids in a table cell does not mean that the coordinates of these","False","False","True","False","paragraph"
"text lines are sorted in the original Cartesian plane. To solve","False","False","False","False","paragraph"
"this issue, we organize table elements using coordinates to","False","False","True","False","paragraph"
"produce sorted and aligned text for the table cell. Figure 3","False","False","True","False","paragraph"
"shows the text reconstruction process for a cell composed of","False","False","True","False","paragraph"
"one text line containing four text tags.","False","False","False","False","paragraph"
"Figure 3: Text reconstruction from a text line in a table cell","False","False","True","False","paragraph"
"To avoid redundant information, we verify that the cells","False","False","True","False","paragraph"
"contained in rows match the ones in columns. The cells are","False","False","True","False","paragraph"
"grouped by row, preserving the coordinates of each cell to","False","False","True","False","paragraph"
"locate the table cells’ positions. Finally, the cells identiﬁed","False","False","True","False","paragraph"
"in a table and their contents are stored indicating the page on","False","False","True","False","paragraph"
"which they appear in the original document. Up to this point,","False","False","True","False","paragraph"
"multiple tables can still be stored together if they appear on","False","False","True","False","paragraph"
"the same page.","False","False","True","False","paragraph"
"Table composition performs table separation in the doc-","False","False","False","False","paragraph"
"593","False","False","True","True","paragraph"
"ument, and classiﬁes elements of tables as header or data.","False","False","False","False","paragraph"
"Header refers to a label representing table information (i.e.,","False","False","True","False","paragraph"
"row or column headers), while data is the actual content or","False","False","True","False","paragraph"
"body of the table. The composition task retrieves all cells","False","False","True","False","paragraph"
"on a particular page, sorts coordinates of text cells grouped","False","False","True","False","paragraph"
"by row, and calculates row separation. If, for a speciﬁc pair","False","False","True","False","paragraph"
"of neighbor rows, this separation is larger than a threshold","False","False","True","False","paragraph"
"ttable, we classify and assign an identiﬁer for a new table.","False","False","False","False","paragraph"
"To learn ttable, the K-NN regression method was applied as","False","False","False","False","paragraph"
"in table recognition. The training data contains 300 differ-","False","False","True","False","paragraph"
"ent samples of font size and row separation between tables.","False","False","True","False","paragraph"
"To avoid noise, we have 55 unique font sizes related to its","False","False","True","False","paragraph"
"maximum row separation.","False","False","True","False","paragraph"
"Once each table is separated as an entity, cells are classi-","False","False","True","False","paragraph"
"ﬁed into data or header. The bold font style of the text in the","False","False","False","False","paragraph"
"cell classiﬁes text as a header, even though it is not at the","False","False","True","False","paragraph"
"top row. This heuristic may fail for customized documents,","False","False","True","False","paragraph"
"but is general enough to capture relevant cell differences in","False","False","True","False","paragraph"
"documents. A cell is classiﬁed as a header when it it is in a","False","False","True","False","paragraph"
"top position that groups some cells under it. Using pattern","False","False","True","False","paragraph"
"matching, we also classify the cell content by data type (i.e.,","False","False","True","False","paragraph"
"numeric or string of characters).","False","False","True","False","paragraph"
"The output of this component is an explicit table repre-","False","False","True","False","paragraph"
"sentation that can be easily ported to a database for efﬁ-","False","False","True","False","paragraph"
"cient search. The ﬁle contains a) extracted text of table cells","False","False","True","False","paragraph"
"grouped by row, indicating header (i.e., metadata) or data;","False","False","True","False","paragraph"
"b) provenance information associated with the cells consist-","False","False","True","False","paragraph"
"ing of identiﬁers of text boxes and text lines from where the","False","False","False","False","paragraph"
"text was identiﬁed; c) position of tables on each page; and","False","False","True","False","paragraph"
"d) metadata attributes including coordinates of the text, text","False","False","True","False","paragraph"
"size, text font, and data type. Figure 4 shows the extracted","False","False","True","False","paragraph"
"information from four table cells.","False","False","True","False","paragraph"
"Figure 4: Sample of table cells represented by TAO","False","False","True","False","paragraph"
"3 Evaluation","True","False","True","True","heading"
"To evaluate the usefulness and generality of TAO compared","False","False","True","False","paragraph"
"to other PDF table extractors, a systematic assessment of its","False","False","True","False","paragraph"
"capability to detect tables and content was performed. De-","False","False","True","False","paragraph"
"tecting tables means identifying all the tabular elements in","False","False","True","False","paragraph"
"the PDF documents, whether or not their content was recog-","False","False","True","False","paragraph"
"nized accurately. Thus, we computed precision and recall.","False","False","False","False","paragraph"
"Precision is the fraction of the correct number of tables iden-","False","False","False","False","paragraph"
"tiﬁed divided by the total number of tables found. Recall","False","False","False","False","paragraph"
"is the fraction of correct tables found, divided by the total","False","False","True","False","paragraph"
"number of tables in the documents. The F1-measure com-","False","False","True","False","paragraph"
"bines precision and recall. Recognizing tables means cor-","False","False","True","False","paragraph"
"rectly identifying and associating cell’s content with a par-","False","False","True","False","paragraph"
"ticular table. For the recognition task, table cells recognized","False","False","True","False","paragraph"
"were used to measure precision and recall.","False","False","True","False","paragraph"
"We compared and contrasted the performance of TAO","False","False","True","False","paragraph"
"with respect to two other table extractors: Pdf-trex and Ta-","False","False","True","False","paragraph"
"bleSeer (see Section 4). Pdf-trex code was unavailable, thus","False","False","True","False","paragraph"
"we report the precision and recall published in (Oro and Ruf-","False","False","True","False","paragraph"
"folo 2009). Because TableSeer’s code was publicly available","False","False","True","False","paragraph"
"at http://tableseer.soft112.com/, we produced its outputs for","False","False","True","False","paragraph"
"all experiments.","False","False","True","False","paragraph"
"The ﬁrst dataset TREX described in (Oro and Ruffolo","False","False","False","False","paragraph"
"was publicly available at http://staff.icar.cnr.it/ruffolo/","False","False","True","False","paragraph"
"pdftrex/dataset.zip. This dataset was intended to be a stan-","False","False","True","False","paragraph"
"dard benchmark for automatic table extraction with 100 PDF","False","False","True","False","paragraph"
"single-column documents in the English and Italian lan-","False","False","True","False","paragraph"
"guages, containing more than 100 pages with around 150","False","False","True","False","paragraph"
"tables. TREX does not reﬂect the format of standard research","False","False","False","False","paragraph"
"papers, but, rather, technical reports containing tables with a","False","False","True","False","paragraph"
"variety of formats and styles.","False","False","True","False","paragraph"
"The second dataset, obtained from the Cornell University","False","False","True","False","paragraph"
"Library site at http://arxiv.org/, comprised of twenty scien-","False","False","True","False","paragraph"
"tiﬁc publications selected randomly. Two of them did not","False","False","True","False","paragraph"
"contain tables. This dataset, to which we refer to as COR-","False","False","False","False","paragraph"
"NELL, included one- and two-column documents containing","False","False","False","False","paragraph"
"more than 300 pages with 79 tables. This dataset allowed","False","False","True","False","paragraph"
"us to measure TAO’s performance in multiple page scien-","False","False","True","False","paragraph"
"tiﬁc publications. Additionally, we used the COMBINED","False","False","False","False","paragraph"
"dataset results from the merging of the TREX and COR-","False","False","True","False","paragraph"
"NELL datasets to generate a more diverse one.","False","False","True","False","paragraph"
"We prepared the gold standard, (i.e., the actual informa-","False","False","True","False","paragraph"
"tion from the tables in the datasets). A program compared","False","False","True","False","paragraph"
"the gold standard against the cells extracted and organized","False","False","True","False","paragraph"
"by TAO, and assisted to calculate the recall and precision.","False","False","True","False","paragraph"
"Results and Discussion","True","False","True","True","heading"
"In the ﬁrst set of experiments, we compared TAO, Pdf-trex,","False","False","True","False","paragraph"
"and TableSeer using the TREX dataset. The TAO’s output","False","False","False","False","paragraph"
"from this dataset yielded an F1-measure of 91.9% for ta-","False","False","False","False","paragraph"
"ble detection and 86.4% for recognition. Pdf-trex’s results","False","False","False","False","paragraph"
"in (Oro and Ruffolo 2009) had an F1-measure of 91.7%","False","False","False","True","paragraph"
"for table detection and of 84.6% for recognition. For this","False","False","False","False","paragraph"
"dataset, we found 148 tables and Pdf-trex reports 164. We","False","False","True","False","paragraph"
"believe that this difference is because we did not account","False","False","True","False","paragraph"
"lists as tables. TAO’s reliance on PDFMiner can be a limita-","False","False","True","False","paragraph"
"tion because this converter cannot extract information from","False","False","True","False","paragraph"
"a PDF ﬁle when the document is password protected or mal-","False","False","True","False","paragraph"
"formed. Still, PDFMiner converted 89 PDF documents out","False","False","True","False","paragraph"
"of 100. While TAO detected 137 tables out of the 148 and","False","False","True","False","paragraph"
"also identiﬁed 12, 504 correct table cells out of 14, 466, Ta-","False","False","False","False","paragraph"
"bleSeer performed badly for this set of experiments identi-","False","False","True","False","paragraph"
"fying only 18 tables, whose F1-measure was 21.6% for ta-","False","False","False","False","paragraph"
"ble detection and 5.0% for recognition. This poor perfor-","False","False","False","False","paragraph"
"mance is due to the fact that this dataset does not adhere","False","False","True","False","paragraph"
"to the common rigorous formatting standards for scientiﬁc","False","False","True","False","paragraph"
"publications. Therefore, TAO performed similarly to Pdf-","False","False","True","False","paragraph"
"trex, but better than TableSeer. From the ﬁrst experiment,","False","False","True","False","paragraph"
"we corroborated that TAO adapts the thresholds depending","False","False","True","False","paragraph"
"on the different PDF documents’ font sizes. Because tables","False","False","True","False","paragraph"
"are composed of rows and columns in any language, TAO’s","False","False","True","False","paragraph"
"structural approach was able to detect tables in Italian and","False","False","True","False","paragraph"
"594","False","False","True","True","paragraph"
"Table 1: Experiments using COMBINED","False","False","False","False","paragraph"
"Method Precision Recall F1 measure","False","False","True","False","paragraph"
"English. The language poses a challenge for semantic anal-","False","False","True","False","paragraph"
"ysis on table’s cells.","False","False","True","False","paragraph"
"Our second experiment used the CORNELL dataset.","False","False","False","False","paragraph"
"TAO’s output yielded an F1-measure of 87.0% for Table de-","False","False","False","False","paragraph"
"tection and 91.1% for recognition. TableSeer yielded an F1-","False","False","False","False","paragraph"
"measure of 84.9% for detection and 89.5% for recognition.","False","False","False","False","paragraph"
"TAO detected 67 tables, and TableSeer 62. Also, TAO de-","False","False","True","False","paragraph"
"tected 4, 738 out of 6, 003 text cells. For this and the next","False","False","False","False","paragraph"
"experiments, Pdf-trex was not evaluated because it was un-","False","False","True","False","paragraph"
"available. One limitation of TAO using this dataset is that","False","False","True","False","paragraph"
"it produced more false positives (i.e., ﬁgures and equations)","False","False","True","False","paragraph"
