"line","word_count","font_size","is_bold","color","title_case","label"
"or entirely in binary data. In actual practice, data that is naturally binary, such as sampled images, is","18","13.257","False","#000000","False","paragraph"
"usually represented in binary for compactness and efficiency.","8","13.257","False","#000000","False","paragraph"
"A PDF file containing binary data shall be transported as a binary file rather than as a text file to insure that","22","13.257","False","#000000","False","paragraph"
"all bytes of the file are faithfully preserved.","8","13.257","False","#000000","False","paragraph"
"NOTE 1 A binary file is not portable to environments that impose reserved character codes, maximum line lengths, end-","19","11.979","False","#000000","False","paragraph"
"of-line conventions, or other restrictions","5","11.979","False","#000000","False","paragraph"
"NOTE 2 In this clause, the usage of the term character is entirely independent of any logical meaning that the value","21","11.979","False","#000000","False","paragraph"
"may have when it is treated as data in specific contexts, such as representing human-readable text or","17","11.979","False","#000000","False","paragraph"
"selecting a glyph from a font.","6","11.979","False","#000000","False","paragraph"
"7.2.2 Character Set","3","13.805","True","#000000","True","heading"
"The PDF character set is divided into three classes, called regular, delimiter, and white-space characters. This","16","13.257","False","#000000","False","paragraph"
"classification determines the grouping of characters into tokens. The rules defined in this sub-clause apply to","16","13.257","False","#000000","False","paragraph"
"all characters in the file except within strings, streams, and comments.","11","13.257","False","#000000","False","paragraph"
"The White-space characters shown in Table 1 separate syntactic constructs such as names and numbers from","16","13.257","False","#000000","False","paragraph"
"each other. All white-space characters are equivalent, except in comments, strings, and streams. In all other","16","13.257","False","#000000","False","paragraph"
"contexts, PDF treats any sequence of consecutive white-space characters as one character.","12","13.257","False","#000000","False","paragraph"
"Table 1 – White-space characters","5","13.805","True","#000000","False","heading"
"The CARRIAGE RETURN (0Dh) and LINE FEED (0Ah) characters, also called newline characters, shall be","15","13.257","False","#000000","False","paragraph"
"treated as end-of-line (EOL) markers. The combination of a CARRIAGE RETURN followed immediately by a","15","13.257","False","#000000","False","paragraph"
"LINE FEED shall be treated as one EOL marker. EOL markers may be treated the same as any other white-","20","13.257","False","#000000","False","paragraph"
"space characters. However, sometimes an EOL marker is required or recommended—that is, preceding a","14","13.257","False","#000000","False","paragraph"
"token that must appear at the beginning of a line.","10","13.257","False","#000000","False","paragraph"
"NOTE The examples in this standard use a convention that arranges tokens into lines. However, the examples’ use of","19","11.979","False","#000000","False","paragraph"
"white space for indentation is purely for clarity of exposition and need not be included in practical use.","18","11.979","False","#000000","False","paragraph"
"12","1","11.514","False","#000000","True","paragraph"
"© Adobe Systems Incorporated 2008 – All rights reserved","9","13.066","False","#000000","False","paragraph"
"PDF 32000-1:2008","2","13.066","True","#000000","True","paragraph"
"The delimiter characters (, ), <, >, [, ], {, }, /, and % are special (LEFT PARENTHESIS (28h), RIGHT","20","13.257","False","#000000","False","paragraph"
"PARENTHESIS (29h), LESS-THAN SIGN (3Ch), GREATER-THAN SIGN (3Eh), LEFT SQUARE BRACKET","11","13.257","False","#000000","True","paragraph"
"(5Bh), RIGHT SQUARE BRACKET (5Dh), LEFT CURLY BRACE (7Bh), RIGHT CURLY BRACE (07Dh),","13","13.257","False","#000000","True","paragraph"
"SOLIDUS (2Fh) and PERCENT SIGN (25h), respectively). They delimit syntactic entities such as arrays,","14","13.257","False","#000000","False","paragraph"
"names, and comments. Any of these characters terminates the entity preceding it and is not included in the","18","13.257","False","#000000","False","paragraph"
"entity. Delimiter characters are allowed within the scope of a string when following the rules for composing","17","13.257","False","#000000","False","paragraph"
"strings; see 7.3.4.2, “Literal Strings”. The leading ( of a string does delimit a preceding entity and the closing ) of","21","13.257","False","#000000","False","paragraph"
"a string delimits the string’s end.","6","13.257","False","#000000","False","paragraph"
"Table 2 – Delimiter characters","5","13.805","True","#000000","False","heading"
"All characters except the white-space characters and delimiters are referred to as regular characters. These","15","13.257","False","#000000","False","paragraph"
"characters include bytes that are outside the ASCII character set. A sequence of consecutive regular","15","13.257","False","#000000","False","paragraph"
"characters comprises a single token. PDF is case-sensitive; corresponding uppercase and lowercase letters","13","13.257","False","#000000","False","paragraph"
"shall be considered distinct.","4","13.257","False","#000000","False","paragraph"
"7.2.3 Comments","2","13.805","True","#000000","True","heading"
"Any occurrence of the PERCENT SIGN (25h) outside a string or stream introduces a comment. The comment","17","13.257","False","#000000","False","paragraph"
"consists of all characters after the PERCENT SIGN and up to but not including the end of the line, including","20","13.257","False","#000000","False","paragraph"
"regular, delimiter, SPACE (20h), and HORZONTAL TAB characters (09h). A conforming reader shall ignore","14","13.257","False","#000000","False","paragraph"
"comments, and treat them as single white-space characters. That is, a comment separates the token preceding","16","13.257","False","#000000","False","paragraph"
"it from the one following it.","6","13.257","False","#000000","False","paragraph"
"EXAMPLE The PDF fragment in this example is syntactically equivalent to just the tokens abc and 123.","17","11.979","False","#000000","False","paragraph"
"a bc% comment ( /% ) blah blah blah","9","11.979","False","#000000","False","paragraph"
"123","1","11.979","False","#000000","True","paragraph"
"Comments (other than the %PDF–n.m and %%EOF comments described in 7.5, ""File Structure"") have no","15","13.257","False","#000000","False","paragraph"
"semantics. They are not necessarily preserved by applications that edit PDF files.","12","13.257","False","#000000","False","paragraph"
"7.3 Objects","2","15.218","True","#000000","True","heading"
"7.3.1 General","2","13.805","True","#000000","True","heading"
"PDF includes eight basic types of objects: Boolean values, Integer and Real numbers, Strings, Names, Arrays,","16","13.257","False","#000000","False","paragraph"
"Dictionaries, Streams, and the null object.","6","13.257","False","#000000","False","paragraph"
"© Adobe Systems Incorporated 2008 – All rights reserved","9","13.066","False","#000000","False","paragraph"
"13","1","11.514","False","#000000","True","paragraph"
